source,title,company,location,city,state,lat,lon,date_posted,job_type,seniority,skills,skills_list,salary_min,salary_max,currency,url,description,sentiment
AAA,Crew Chief,Western CRM Partners,"San Diego, CA",San Diego,CA,32.7157,-117.1611,2026-01-17,field-tech,lead/PI,Built Environment Survey;Collections Curation (36 CFR 79);FPIC (Free;LiDAR Processing;NEPA;NRHP Evaluation Criteria;Technical Editing,"[""Built Environment Survey"", ""Collections Curation (36 CFR 79)"", ""FPIC (Free"", ""LiDAR Processing"", ""NEPA"", ""NRHP Evaluation Criteria"", ""Technical Editing""]",113067.0,143070.0,USD,https://example.com/demo/job/157,"Crew Chief at Western CRM Partners. Key skills include Built Environment Survey, Collections Curation (36 CFR 79), FPIC (Free, LiDAR Processing, NEPA. This is synthetic demo data.",0.443
AAA,Artifact Analyst,ArchaeoLab Services,"Washington, DC",Washington,DC,38.9072,-77.0369,2025-10-22,lab/analyst,entry,Accession Policy & Procedures;GDAL/OGR;Mortar Analysis & Repointing;Section 106,"[""Accession Policy & Procedures"", ""GDAL/OGR"", ""Mortar Analysis & Repointing"", ""Section 106""]",50369.0,57551.0,USD,https://example.com/demo/job/158,"Artifact Analyst at ArchaeoLab Services. Key skills include Accession Policy & Procedures, GDAL/OGR, Mortar Analysis & Repointing, Section 106. This is synthetic demo data.",0.096
AAA,Zooarchaeology Analyst,Preservation Strategy Studio,"San Antonio, TX",San Antonio,TX,29.4241,-98.4936,2026-01-17,lab/analyst,mid,Archaeological Data Recovery Plan;Curation Agreements;LiDAR Processing;MOA (Section 106 Resolution);Public Interpretation & Education;Section 106,"[""Archaeological Data Recovery Plan"", ""Curation Agreements"", ""LiDAR Processing"", ""MOA (Section 106 Resolution)"", ""Public Interpretation & Education"", ""Section 106""]",,,,https://example.com/demo/job/159,"Zooarchaeology Analyst at Preservation Strategy Studio. Key skills include Archaeological Data Recovery Plan, Curation Agreements, LiDAR Processing, MOA (Section 106 Resolution), Public Interpretation & Education. This is synthetic demo data.",0.475
AAA,Senior Program Manager,GeoCultural Analytics,"Atlanta, GA",Atlanta,GA,33.749,-84.388,2026-01-12,pm/pi,lead/PI,Crew Chief / Field Director;Dendrochronology;Fundraising & Sponsorship (Heritage);Historic Preservation Plan;NEPA;Python;Repository Standards & Agreements;Section 106,"[""Crew Chief / Field Director"", ""Dendrochronology"", ""Fundraising & Sponsorship (Heritage)"", ""Historic Preservation Plan"", ""NEPA"", ""Python"", ""Repository Standards & Agreements"", ""Section 106""]",104735.0,137351.0,USD,https://example.com/demo/job/160,"Senior Program Manager at GeoCultural Analytics. Key skills include Crew Chief / Field Director, Dendrochronology, Fundraising & Sponsorship (Heritage), Historic Preservation Plan, NEPA. This is synthetic demo data.",0.196
ACRA,Crew Chief,Regional Heritage Associates,"San Antonio, TX",San Antonio,TX,29.4241,-98.4936,2026-01-09,field-tech,entry,DEIA Practices in Heritage Work;DOIs/PIDs for Heritage Assets;OSHA HAZWOPER 40-hour;Obsidian Sourcing/XRF;PostgreSQL;Python;Total Station Survey,"[""DEIA Practices in Heritage Work"", ""DOIs/PIDs for Heritage Assets"", ""OSHA HAZWOPER 40-hour"", ""Obsidian Sourcing/XRF"", ""PostgreSQL"", ""Python"", ""Total Station Survey""]",43677.0,53706.0,USD,https://example.com/demo/job/161,"Crew Chief at Regional Heritage Associates. Key skills include DEIA Practices in Heritage Work, DOIs/PIDs for Heritage Assets, OSHA HAZWOPER 40-hour, Obsidian Sourcing/XRF, PostgreSQL. This is synthetic demo data.",0.008
ACRA,Historic Preservation Specialist,Frontier Cultural Resources,"Tucson, AZ",Tucson,AZ,32.2226,-110.9747,2025-10-26,architectural-historian,lead/PI,Accessibility & ADA in Historic Settings;Accessioning & Cataloging;NEPA;Total Station Survey,"[""Accessibility & ADA in Historic Settings"", ""Accessioning & Cataloging"", ""NEPA"", ""Total Station Survey""]",112978.0,147975.0,USD,https://example.com/demo/job/162,"Historic Preservation Specialist at Frontier Cultural Resources. Key skills include Accessibility & ADA in Historic Settings, Accessioning & Cataloging, NEPA, Total Station Survey. This is synthetic demo data.",0.349
ACRA,Cultural Resources Planner,Sagebrush Archaeology,"San Diego, CA",San Diego,CA,32.7157,-117.1611,2025-10-17,architectural-historian,entry,Cultural Sensitivity Training;PostGIS;Section 106;Security Planning for Heritage Assets;Technical Editing;The Museum System (TMS),"[""Cultural Sensitivity Training"", ""PostGIS"", ""Section 106"", ""Security Planning for Heritage Assets"", ""Technical Editing"", ""The Museum System (TMS)""]",50428.0,61802.0,USD,https://example.com/demo/job/163,"Cultural Resources Planner at Sagebrush Archaeology. Key skills include Cultural Sensitivity Training, PostGIS, Section 106, Security Planning for Heritage Assets, Technical Editing. This is synthetic demo data.",0.474
ACRA,Cultural Resources Planner,Bay Area Preservation,"Minneapolis, MN",Minneapolis,MN,44.9778,-93.265,2025-12-06,architectural-historian,entry,Collections Management Policy;Digital Preservation (OAIS/BagIt);Post-Disaster Damage Assessment;Preventive Conservation,"[""Collections Management Policy"", ""Digital Preservation (OAIS/BagIt)"", ""Post-Disaster Damage Assessment"", ""Preventive Conservation""]",54475.0,65385.0,USD,https://example.com/demo/job/164,"Cultural Resources Planner at Bay Area Preservation. Key skills include Collections Management Policy, Digital Preservation (OAIS/BagIt), Post-Disaster Damage Assessment, Preventive Conservation. This is synthetic demo data.",0.204
ACRA,Senior Program Manager,Capitol Heritage Advisors,"Sacramento, CA",Sacramento,CA,38.5816,-121.4944,2025-11-15,pm/pi,lead/PI,Data Visualization;Historic District Survey;Section 106;Site Management Plan,"[""Data Visualization"", ""Historic District Survey"", ""Section 106"", ""Site Management Plan""]",114187.0,144086.0,USD,https://example.com/demo/job/165,"Senior Program Manager at Capitol Heritage Advisors. Key skills include Data Visualization, Historic District Survey, Section 106, Site Management Plan. This is synthetic demo data.",0.408
AAA,Architectural Historian,Great Lakes CRM,"Denver, CO",Denver,CO,39.7392,-104.9903,2026-01-13,architectural-historian,lead/PI,ArcGIS Online;Conservation Treatment Proposals;Historic Tax Credit Applications;Mitigation Reporting & Closeout;NEPA;PostGIS;RTK GNSS Survey,"[""ArcGIS Online"", ""Conservation Treatment Proposals"", ""Historic Tax Credit Applications"", ""Mitigation Reporting & Closeout"", ""NEPA"", ""PostGIS"", ""RTK GNSS Survey""]",98558.0,132109.0,USD,https://example.com/demo/job/166,"Architectural Historian at Great Lakes CRM. Key skills include ArcGIS Online, Conservation Treatment Proposals, Historic Tax Credit Applications, Mitigation Reporting & Closeout, NEPA. This is synthetic demo data.",0.426
ACRA,Field Supervisor,High Plains Cultural Resources,"Tucson, AZ",Tucson,AZ,32.2226,-110.9747,2026-01-29,field-tech,entry,Collections Environmental Monitoring;Preventive Conservation & Rehousing;Total Station Survey,"[""Collections Environmental Monitoring"", ""Preventive Conservation & Rehousing"", ""Total Station Survey""]",49009.0,54666.0,USD,https://example.com/demo/job/167,"Field Supervisor at High Plains Cultural Resources. Key skills include Collections Environmental Monitoring, Preventive Conservation & Rehousing, Total Station Survey. This is synthetic demo data.",0.418
ACRA,Architectural Historian,Sunbelt Heritage Solutions,"Portland, OR",Portland,OR,45.5152,-122.6784,2026-01-03,architectural-historian,mid,Digital Twins for Heritage Sites;Fundraising & Sponsorship (Heritage);MIDAS Heritage Standard;NEPA;Repository Standards & Agreements;Residue/Use-Wear Analysis;SHPO Consultation;SOI Treatment Standards (Preserve/Rehab/Restore/Reconstruct);Section 106 Regulations (36 CFR 800),"[""Digital Twins for Heritage Sites"", ""Fundraising & Sponsorship (Heritage)"", ""MIDAS Heritage Standard"", ""NEPA"", ""Repository Standards & Agreements"", ""Residue/Use-Wear Analysis"", ""SHPO Consultation"", ""SOI Treatment Standards (Preserve/Rehab/Restore/Reconstruct)"", ""Section 106 Regulations (36 CFR 800)""]",62672.0,76704.0,USD,https://example.com/demo/job/168,"Architectural Historian at Sunbelt Heritage Solutions. Key skills include Digital Twins for Heritage Sites, Fundraising & Sponsorship (Heritage), MIDAS Heritage Standard, NEPA, Repository Standards & Agreements. This is synthetic demo data.",-0.199
ACRA,Collections Specialist,Heritage Research Group,"San Antonio, TX",San Antonio,TX,29.4241,-98.4936,2026-01-16,lab/analyst,entry,Accessioning & Cataloging;Heritage Risk Assessment;Resource Condition Assessment;Section 106;THPO Consultation;UAV Photogrammetry;Underwater/Maritime Survey,"[""Accessioning & Cataloging"", ""Heritage Risk Assessment"", ""Resource Condition Assessment"", ""Section 106"", ""THPO Consultation"", ""UAV Photogrammetry"", ""Underwater/Maritime Survey""]",,,,https://example.com/demo/job/169,"Collections Specialist at Heritage Research Group. Key skills include Accessioning & Cataloging, Heritage Risk Assessment, Resource Condition Assessment, Section 106, THPO Consultation. This is synthetic demo data.",-0.128
ACRA,Zooarchaeology Analyst,Cultural Resource Consultants,"Boise, ID",Boise,ID,43.615,-116.2023,2026-01-05,lab/analyst,senior,Deaccessioning Procedures;Historic Structures Report (HSR);NEPA;Programmatic Agreements (PAs);State Environmental Policy Act,"[""Deaccessioning Procedures"", ""Historic Structures Report (HSR)"", ""NEPA"", ""Programmatic Agreements (PAs)"", ""State Environmental Policy Act""]",93299.0,105987.0,USD,https://example.com/demo/job/170,"Zooarchaeology Analyst at Cultural Resource Consultants. Key skills include Deaccessioning Procedures, Historic Structures Report (HSR), NEPA, Programmatic Agreements (PAs), State Environmental Policy Act. This is synthetic demo data.",0.24
AAA,Senior Principal Investigator,Western CRM Partners,"Salt Lake City, UT",Salt Lake City,UT,40.7608,-111.891,2025-11-05,pm/pi,lead/PI,Collections Environmental Monitoring;Curation Agreements;FileMaker Pro,"[""Collections Environmental Monitoring"", ""Curation Agreements"", ""FileMaker Pro""]",118140.0,143445.0,USD,https://example.com/demo/job/171,"Senior Principal Investigator at Western CRM Partners. Key skills include Collections Environmental Monitoring, Curation Agreements, FileMaker Pro. This is synthetic demo data.",0.251
AAA,Senior Crew Chief,ArchaeoLab Services,"Los Angeles, CA",Los Angeles,CA,34.0522,-118.2437,2025-11-04,field-tech,senior,Cultural Landscape Inventory;Data Visualization;Esri Survey123;Mitigation Planning & Implementation;Residue/Use-Wear Analysis;Section 106 Finding of Effect;Tribal Consultation & Engagement,"[""Cultural Landscape Inventory"", ""Data Visualization"", ""Esri Survey123"", ""Mitigation Planning & Implementation"", ""Residue/Use-Wear Analysis"", ""Section 106 Finding of Effect"", ""Tribal Consultation & Engagement""]",79842.0,97950.0,USD,https://example.com/demo/job/172,"Senior Crew Chief at ArchaeoLab Services. Key skills include Cultural Landscape Inventory, Data Visualization, Esri Survey123, Mitigation Planning & Implementation, Residue/Use-Wear Analysis. This is synthetic demo data.",0.247
ACRA,Historic Preservation Specialist,Preservation Strategy Studio,"Denver, CO",Denver,CO,39.7392,-104.9903,2025-10-14,architectural-historian,entry,Built Environment Survey;DOIs/PIDs for Heritage Assets;Microsoft Project;NEPA;Phase III Data Recovery,"[""Built Environment Survey"", ""DOIs/PIDs for Heritage Assets"", ""Microsoft Project"", ""NEPA"", ""Phase III Data Recovery""]",49717.0,61535.0,USD,https://example.com/demo/job/173,"Historic Preservation Specialist at Preservation Strategy Studio. Key skills include Built Environment Survey, DOIs/PIDs for Heritage Assets, Microsoft Project, NEPA, Phase III Data Recovery. This is synthetic demo data.",0.211
ACRA,Lab Analyst,GeoCultural Analytics,"Phoenix, AZ",Phoenix,AZ,33.4484,-112.074,2025-12-22,lab/analyst,senior,Esri Field Maps;Local Preservation Ordinances;Long-Term Resource Monitoring Plan;MSHA Surface Miner;Native American Graves Protection and Repatriation Act;Revit (BIM for Heritage),"[""Esri Field Maps"", ""Local Preservation Ordinances"", ""Long-Term Resource Monitoring Plan"", ""MSHA Surface Miner"", ""Native American Graves Protection and Repatriation Act"", ""Revit (BIM for Heritage)""]",74700.0,95194.0,USD,https://example.com/demo/job/174,"Lab Analyst at GeoCultural Analytics. Key skills include Esri Field Maps, Local Preservation Ordinances, Long-Term Resource Monitoring Plan, MSHA Surface Miner, Native American Graves Protection and Repatriation Act. This is synthetic demo data.",-0.006
ACRA,Collections Specialist,Regional Heritage Associates,"Portland, OR",Portland,OR,45.5152,-122.6784,2025-11-04,lab/analyst,entry,Cultural Landscape Inventory;NEPA;NRHP Determination of Eligibility;QGIS;Quality Assurance / Quality Control;R;Section 106 Regulations (36 CFR 800);THPO Consultation,"[""Cultural Landscape Inventory"", ""NEPA"", ""NRHP Determination of Eligibility"", ""QGIS"", ""Quality Assurance / Quality Control"", ""R"", ""Section 106 Regulations (36 CFR 800)"", ""THPO Consultation""]",49167.0,59146.0,USD,https://example.com/demo/job/175,"Collections Specialist at Regional Heritage Associates. Key skills include Cultural Landscape Inventory, NEPA, NRHP Determination of Eligibility, QGIS, Quality Assurance / Quality Control. This is synthetic demo data.",-0.029
AAA,Project Manager,Frontier Cultural Resources,"Minneapolis, MN",Minneapolis,MN,44.9778,-93.265,2025-11-18,pm/pi,entry,Accessioning & Cataloging;Adobe Photoshop;Community Outreach & Interpretation;NEPA;SHPO Consultation;Section 106;Section 4(f) DOT Act,"[""Accessioning & Cataloging"", ""Adobe Photoshop"", ""Community Outreach & Interpretation"", ""NEPA"", ""SHPO Consultation"", ""Section 106"", ""Section 4(f) DOT Act""]",42185.0,47527.0,USD,https://example.com/demo/job/176,"Project Manager at Frontier Cultural Resources. Key skills include Accessioning & Cataloging, Adobe Photoshop, Community Outreach & Interpretation, NEPA, SHPO Consultation. This is synthetic demo data.",-0.083
ACRA,Senior Field Technician,Sagebrush Archaeology,"Salt Lake City, UT",Salt Lake City,UT,40.7608,-111.891,2026-01-22,field-tech,senior,ArcGIS;Architectural History;Cost Distance / Least-Cost Path;MSHA Surface Miner;Principal Investigator (PI);World Heritage Site Management,"[""ArcGIS"", ""Architectural History"", ""Cost Distance / Least-Cost Path"", ""MSHA Surface Miner"", ""Principal Investigator (PI)"", ""World Heritage Site Management""]",,,,https://example.com/demo/job/177,"Senior Field Technician at Sagebrush Archaeology. Key skills include ArcGIS, Architectural History, Cost Distance / Least-Cost Path, MSHA Surface Miner, Principal Investigator (PI). This is synthetic demo data.",0.057
AAA,Archaeology Technician,Bay Area Preservation,"Sacramento, CA",Sacramento,CA,38.5816,-121.4944,2026-01-04,field-tech,entry,Cultural Landscape Report (CLR);DOIs/PIDs for Heritage Assets;Mitigation Planning & Implementation;NAGPRA;NEPA;Paleoethnobotany/Archaeobotany;Plaster Conservation;State Site Form & Records Submission,"[""Cultural Landscape Report (CLR)"", ""DOIs/PIDs for Heritage Assets"", ""Mitigation Planning & Implementation"", ""NAGPRA"", ""NEPA"", ""Paleoethnobotany/Archaeobotany"", ""Plaster Conservation"", ""State Site Form & Records Submission""]",42579.0,51108.0,USD,https://example.com/demo/job/178,"Archaeology Technician at Bay Area Preservation. Key skills include Cultural Landscape Report (CLR), DOIs/PIDs for Heritage Assets, Mitigation Planning & Implementation, NAGPRA, NEPA. This is synthetic demo data.",-0.043
AAA,Historic Preservation Specialist,Capitol Heritage Advisors,"Los Angeles, CA",Los Angeles,CA,34.0522,-118.2437,2026-01-23,architectural-historian,lead/PI,Accessioning & Cataloging;Ethnographic Research Methods;Historic Materials Conservation;Local Preservation Ordinances;MIDAS Heritage Standard;Residue/Use-Wear Analysis;SOI Professional Standards,"[""Accessioning & Cataloging"", ""Ethnographic Research Methods"", ""Historic Materials Conservation"", ""Local Preservation Ordinances"", ""MIDAS Heritage Standard"", ""Residue/Use-Wear Analysis"", ""SOI Professional Standards""]",116275.0,133533.0,USD,https://example.com/demo/job/179,"Historic Preservation Specialist at Capitol Heritage Advisors. Key skills include Accessioning & Cataloging, Ethnographic Research Methods, Historic Materials Conservation, Local Preservation Ordinances, MIDAS Heritage Standard. This is synthetic demo data.",0.341
ACRA,Senior Field Supervisor,Great Lakes CRM,"Portland, OR",Portland,OR,45.5152,-122.6784,2026-01-12,field-tech,senior,Adobe Photoshop;Crew Chief / Field Director;Esri StoryMaps;FME (Feature Manipulation Engine),"[""Adobe Photoshop"", ""Crew Chief / Field Director"", ""Esri StoryMaps"", ""FME (Feature Manipulation Engine)""]",91388.0,109471.0,USD,https://example.com/demo/job/180,"Senior Field Supervisor at Great Lakes CRM. Key skills include Adobe Photoshop, Crew Chief / Field Director, Esri StoryMaps, FME (Feature Manipulation Engine). This is synthetic demo data.",0.313
AAA,Lab Analyst,High Plains Cultural Resources,"Raleigh, NC",Raleigh,NC,35.7796,-78.6382,2026-01-07,lab/analyst,mid,Collections Conservation Planning;DEIA Practices in Heritage Work;Emergency Preparedness (Collections/Sites);Masonry Conservation;NRHP Determination of Eligibility;Viewshed Analysis,"[""Collections Conservation Planning"", ""DEIA Practices in Heritage Work"", ""Emergency Preparedness (Collections/Sites)"", ""Masonry Conservation"", ""NRHP Determination of Eligibility"", ""Viewshed Analysis""]",55047.0,72816.0,USD,https://example.com/demo/job/181,"Lab Analyst at High Plains Cultural Resources. Key skills include Collections Conservation Planning, DEIA Practices in Heritage Work, Emergency Preparedness (Collections/Sites), Masonry Conservation, NRHP Determination of Eligibility. This is synthetic demo data.",-0.127
AAA,Program Manager,Sunbelt Heritage Solutions,"Atlanta, GA",Atlanta,GA,33.749,-84.388,2025-11-21,pm/pi,mid,Deaccessioning Procedures;Electrical Resistivity;MSHA Surface Miner;Section 106,"[""Deaccessioning Procedures"", ""Electrical Resistivity"", ""MSHA Surface Miner"", ""Section 106""]",72031.0,85798.0,USD,https://example.com/demo/job/182,"Program Manager at Sunbelt Heritage Solutions. Key skills include Deaccessioning Procedures, Electrical Resistivity, MSHA Surface Miner, Section 106. This is synthetic demo data.",0.482
AAA,Zooarchaeology Analyst,Heritage Research Group,"Denver, CO",Denver,CO,39.7392,-104.9903,2025-11-14,lab/analyst,entry,Microsoft Project;Risk Management;Zooarchaeology (Faunal Analysis),"[""Microsoft Project"", ""Risk Management"", ""Zooarchaeology (Faunal Analysis)""]",45879.0,52268.0,USD,https://example.com/demo/job/183,"Zooarchaeology Analyst at Heritage Research Group. Key skills include Microsoft Project, Risk Management, Zooarchaeology (Faunal Analysis). This is synthetic demo data.",0.291
AAA,Senior Project Director,Cultural Resource Consultants,"Seattle, WA",Seattle,WA,47.6062,-122.3321,2025-10-20,pm/pi,senior,Collections Metadata (Dublin Core/PREMIS);Community Co-Design for Interpretation;NEPA;Proposal/Scope Writing (RFP/RFQ);SQL;Section 106,"[""Collections Metadata (Dublin Core/PREMIS)"", ""Community Co-Design for Interpretation"", ""NEPA"", ""Proposal/Scope Writing (RFP/RFQ)"", ""SQL"", ""Section 106""]",86731.0,104366.0,USD,https://example.com/demo/job/184,"Senior Project Director at Cultural Resource Consultants. Key skills include Collections Metadata (Dublin Core/PREMIS), Community Co-Design for Interpretation, NEPA, Proposal/Scope Writing (RFP/RFQ), SQL. This is synthetic demo data.",0.475
ACRA,Senior Historic Preservation Specialist,Western CRM Partners,"San Diego, CA",San Diego,CA,32.7157,-117.1611,2025-11-15,architectural-historian,lead/PI,Climate Adaptation for Heritage;Heritage Economics & Valuation;Preventive Conservation & Rehousing;Section 106,"[""Climate Adaptation for Heritage"", ""Heritage Economics & Valuation"", ""Preventive Conservation & Rehousing"", ""Section 106""]",92643.0,114688.0,USD,https://example.com/demo/job/185,"Senior Historic Preservation Specialist at Western CRM Partners. Key skills include Climate Adaptation for Heritage, Heritage Economics & Valuation, Preventive Conservation & Rehousing, Section 106. This is synthetic demo data.",-0.136
ACRA,Project Manager,ArchaeoLab Services,"Los Angeles, CA",Los Angeles,CA,34.0522,-118.2437,2025-10-22,pm/pi,senior,Archaeological Data Recovery Plan;Budgeting & Scheduling;Community Outreach & Interpretation;Dendrochronology;Historic District Survey;NEPA,"[""Archaeological Data Recovery Plan"", ""Budgeting & Scheduling"", ""Community Outreach & Interpretation"", ""Dendrochronology"", ""Historic District Survey"", ""NEPA""]",87140.0,98809.0,USD,https://example.com/demo/job/186,"Project Manager at ArchaeoLab Services. Key skills include Archaeological Data Recovery Plan, Budgeting & Scheduling, Community Outreach & Interpretation, Dendrochronology, Historic District Survey. This is synthetic demo data.",-0.192
AAA,Zooarchaeology Analyst,Preservation Strategy Studio,"Los Angeles, CA",Los Angeles,CA,34.0522,-118.2437,2025-10-30,lab/analyst,mid,Climate Adaptation for Heritage;Fundraising & Sponsorship (Heritage);NEPA Class of Action;Proposal/Scope Writing (RFP/RFQ);Section 106 Finding of Effect,"[""Climate Adaptation for Heritage"", ""Fundraising & Sponsorship (Heritage)"", ""NEPA Class of Action"", ""Proposal/Scope Writing (RFP/RFQ)"", ""Section 106 Finding of Effect""]",57457.0,64814.0,USD,https://example.com/demo/job/187,"Zooarchaeology Analyst at Preservation Strategy Studio. Key skills include Climate Adaptation for Heritage, Fundraising & Sponsorship (Heritage), NEPA Class of Action, Proposal/Scope Writing (RFP/RFQ), Section 106 Finding of Effect. This is synthetic demo data.",0.367
AAA,Field Technician,GeoCultural Analytics,"Denver, CO",Denver,CO,39.7392,-104.9903,2025-10-27,field-tech,senior,Primavera P6;Shovel Test Pits (STPs);The Museum System (TMS),"[""Primavera P6"", ""Shovel Test Pits (STPs)"", ""The Museum System (TMS)""]",72966.0,89236.0,USD,https://example.com/demo/job/188,"Field Technician at GeoCultural Analytics. Key skills include Primavera P6, Shovel Test Pits (STPs), The Museum System (TMS). This is synthetic demo data.",-0.05
AAA,Historic Preservation Specialist,Regional Heritage Associates,"Las Vegas, NV",Las Vegas,NV,36.1699,-115.1398,2025-11-09,architectural-historian,senior,HABS/HAER/HALS Documentation;MOA (Section 106 Resolution);Plaster Conservation,"[""HABS/HAER/HALS Documentation"", ""MOA (Section 106 Resolution)"", ""Plaster Conservation""]",,,,https://example.com/demo/job/189,"Historic Preservation Specialist at Regional Heritage Associates. Key skills include HABS/HAER/HALS Documentation, MOA (Section 106 Resolution), Plaster Conservation. This is synthetic demo data.",-0.104
AAA,Field Supervisor,Frontier Cultural Resources,"San Diego, CA",San Diego,CA,32.7157,-117.1611,2026-01-27,field-tech,mid,Crew Chief / Field Director;Data Management Plan (FAIR);Heritage Management Plan;Historic District Guidelines;ICOMOS Ethical Guidelines;Local Preservation Ordinances;NEPA;PostGIS;Viewshed Analysis,"[""Crew Chief / Field Director"", ""Data Management Plan (FAIR)"", ""Heritage Management Plan"", ""Historic District Guidelines"", ""ICOMOS Ethical Guidelines"", ""Local Preservation Ordinances"", ""NEPA"", ""PostGIS"", ""Viewshed Analysis""]",,,,https://example.com/demo/job/190,"Field Supervisor at Frontier Cultural Resources. Key skills include Crew Chief / Field Director, Data Management Plan (FAIR), Heritage Management Plan, Historic District Guidelines, ICOMOS Ethical Guidelines. This is synthetic demo data.",-0.159
ACRA,Senior Collections Specialist,Sagebrush Archaeology,"San Antonio, TX",San Antonio,TX,29.4241,-98.4936,2025-10-27,lab/analyst,senior,Adobe InDesign (Reports);ArcGIS Online;Burra Charter Principles;Emergency Stabilization (Historic Fabric);Mortar Analysis & Repointing;Principal Investigator (PI);R;Soil Micromorphology,"[""Adobe InDesign (Reports)"", ""ArcGIS Online"", ""Burra Charter Principles"", ""Emergency Stabilization (Historic Fabric)"", ""Mortar Analysis & Repointing"", ""Principal Investigator (PI)"", ""R"", ""Soil Micromorphology""]",83626.0,107375.0,USD,https://example.com/demo/job/191,"Senior Collections Specialist at Sagebrush Archaeology. Key skills include Adobe InDesign (Reports), ArcGIS Online, Burra Charter Principles, Emergency Stabilization (Historic Fabric), Mortar Analysis & Repointing. This is synthetic demo data.",-0.034
AAA,Crew Chief,Bay Area Preservation,"Seattle, WA",Seattle,WA,47.6062,-122.3321,2025-12-11,field-tech,senior,Community Outreach & Interpretation;Crew Chief / Field Director;DEIA Practices in Heritage Work;Deaccessioning Procedures;Ground Penetrating Radar;Historic Tax Credit Applications;NEPA;Tribal Consultation & Engagement,"[""Community Outreach & Interpretation"", ""Crew Chief / Field Director"", ""DEIA Practices in Heritage Work"", ""Deaccessioning Procedures"", ""Ground Penetrating Radar"", ""Historic Tax Credit Applications"", ""NEPA"", ""Tribal Consultation & Engagement""]",,,,https://example.com/demo/job/192,"Crew Chief at Bay Area Preservation. Key skills include Community Outreach & Interpretation, Crew Chief / Field Director, DEIA Practices in Heritage Work, Deaccessioning Procedures, Ground Penetrating Radar. This is synthetic demo data.",-0.2
AAA,Artifact Analyst,Capitol Heritage Advisors,"Boston, MA",Boston,MA,42.3601,-71.0589,2026-02-02,lab/analyst,mid,Ceramic Analysis;Deaccessioning Procedures;Digital Preservation (OAIS/BagIt);Ethnographic Research Methods;PostGIS;Quality Assurance / Quality Control;Security Planning for Heritage Assets;Zooarchaeology (Faunal Analysis),"[""Ceramic Analysis"", ""Deaccessioning Procedures"", ""Digital Preservation (OAIS/BagIt)"", ""Ethnographic Research Methods"", ""PostGIS"", ""Quality Assurance / Quality Control"", ""Security Planning for Heritage Assets"", ""Zooarchaeology (Faunal Analysis)""]",66956.0,75144.0,USD,https://example.com/demo/job/193,"Artifact Analyst at Capitol Heritage Advisors. Key skills include Ceramic Analysis, Deaccessioning Procedures, Digital Preservation (OAIS/BagIt), Ethnographic Research Methods, PostGIS. This is synthetic demo data.",0.21
ACRA,Architectural Historian,Great Lakes CRM,"Seattle, WA",Seattle,WA,47.6062,-122.3321,2025-12-19,architectural-historian,senior,CPR/First Aid;Client/Stakeholder Management;Community Outreach & Interpretation;Historic District Guidelines;Magnetometry Survey;NRHP Evaluation Criteria;Section 106 Regulations (36 CFR 800);Site Recording & Forms,"[""CPR/First Aid"", ""Client/Stakeholder Management"", ""Community Outreach & Interpretation"", ""Historic District Guidelines"", ""Magnetometry Survey"", ""NRHP Evaluation Criteria"", ""Section 106 Regulations (36 CFR 800)"", ""Site Recording & Forms""]",,,,https://example.com/demo/job/194,"Architectural Historian at Great Lakes CRM. Key skills include CPR/First Aid, Client/Stakeholder Management, Community Outreach & Interpretation, Historic District Guidelines, Magnetometry Survey. This is synthetic demo data.",0.065
AAA,Lab Analyst,High Plains Cultural Resources,"Portland, OR",Portland,OR,45.5152,-122.6784,2026-02-01,lab/analyst,mid,BLM Archaeology Permit;Cultural Landscape Inventory;Geoarchaeology;Magnetometry Survey;Microsoft Project;Oral History Methods;Primavera P6;SQL,"[""BLM Archaeology Permit"", ""Cultural Landscape Inventory"", ""Geoarchaeology"", ""Magnetometry Survey"", ""Microsoft Project"", ""Oral History Methods"", ""Primavera P6"", ""SQL""]",62238.0,79717.0,USD,https://example.com/demo/job/195,"Lab Analyst at High Plains Cultural Resources. Key skills include BLM Archaeology Permit, Cultural Landscape Inventory, Geoarchaeology, Magnetometry Survey, Microsoft Project. This is synthetic demo data.",-0.102
ACRA,Historic Preservation Specialist,Sunbelt Heritage Solutions,"Denver, CO",Denver,CO,39.7392,-104.9903,2025-11-05,architectural-historian,mid,CPR/First Aid;Grant Writing for Heritage Programs;NRHP Determination of Eligibility;SOI Professional Qualifications,"[""CPR/First Aid"", ""Grant Writing for Heritage Programs"", ""NRHP Determination of Eligibility"", ""SOI Professional Qualifications""]",69635.0,76821.0,USD,https://example.com/demo/job/196,"Historic Preservation Specialist at Sunbelt Heritage Solutions. Key skills include CPR/First Aid, Grant Writing for Heritage Programs, NRHP Determination of Eligibility, SOI Professional Qualifications. This is synthetic demo data.",0.045
